eco,name,pgn,uci,epd,gambit_name,eco_gambit_name
C40,King's Pawn Game: Gunderam Gambit,1. e4 e5 2. Nf3 c6,e2e4 e7e5 g1f3 c7c6,rnbqkbnr/pp1p1ppp/2p5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Gunderam Gambit,C40 Gunderam Gambit
C40,King's Pawn Game: La Bourdonnais Gambit,1. e4 e5 2. Nf3 Qf6 3. Bc4 Qg6 4. O-O,e2e4 e7e5 g1f3 d8f6 f1c4 f6g6 e1g1,rnb1kbnr/pppp1ppp/6q1/4p3/2B1P3/5N2/PPPP1PPP/RNBQ1RK1 b kq -,La Bourdonnais Gambit,C40 La Bourdonnais Gambit
C40,Latvian Gambit,1. e4 e5 2. Nf3 f5,e2e4 e7e5 g1f3 f7f5,rnbqkbnr/pppp2pp/8/4pp2/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit Accepted,1. e4 e5 2. Nf3 f5 3. exf5,e2e4 e7e5 g1f3 f7f5 e4f5,rnbqkbnr/pppp2pp/8/4pP2/8/5N2/PPPP1PPP/RNBQKB1R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit Accepted: Bilguer Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4,e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4,rnb1kbnr/ppp3pp/3p1q2/5p2/2NPP3/8/PPP2PPP/RNBQKB1R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit Accepted: Bronstein Attack,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Be2,e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4 f5e4 f1e2,rnb1kbnr/ppp3pp/3p1q2/8/2NPp3/8/PPP1BPPP/RNBQK2R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit Accepted: Bronstein Gambit,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Qh5+ g6 7. Qe2,e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4 f5e4 d1h5 g7g6 h5e2,rnb1kbnr/ppp4p/3p1qp1/8/2NPp3/8/PPP1QPPP/RNB1KB1R b KQkq -,Bronstein Gambit,C40 Bronstein Gambit
C40,Latvian Gambit Accepted: Foltys Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. Nc4 fxe4 5. d3,e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 e5c4 f5e4 d2d3,rnb1kbnr/pppp2pp/5q2/8/2N1p3/3P4/PPP2PPP/RNBQKB1R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit Accepted: Foltys-Leonhardt Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. Nc4,e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 e5c4,rnb1kbnr/pppp2pp/5q2/5p2/2N1P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit Accepted: Leonhardt Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. Nc4 fxe4 5. Nc3,e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 e5c4 f5e4 b1c3,rnb1kbnr/pppp2pp/5q2/8/2N1p3/2N5/PPPP1PPP/R1BQKB1R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit Accepted: Main Line,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4,e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4,rnb1kbnr/pppp2pp/5q2/4Np2/3PP3/8/PPP2PPP/RNBQKB1R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit Accepted: Nimzowitsch Attack,1. e4 e5 2. Nf3 f5 3. Nxe5 Qf6 4. d4 d6 5. Nc4 fxe4 6. Ne3,e2e4 e7e5 g1f3 f7f5 f3e5 d8f6 d2d4 d7d6 e5c4 f5e4 c4e3,rnb1kbnr/ppp3pp/3p1q2/8/3Pp3/4N3/PPP2PPP/RNBQKB1R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit: Behting Variation,1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Qg5 5. Nf7 Qxg2 6. Rf1 d5 7. Nxh8 Nf6,e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 d8g5 e5f7 g5g2 h1f1 d7d5 f7h8 g8f6,rnb1kb1N/ppp3pp/5n2/3p4/2B1p3/8/PPPP1PqP/RNBQKR2 w Qq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit: Corkscrew Countergambit,1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Nf6,e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 g8f6,rnbqkb1r/pppp2pp/5n2/4N3/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq -,Corkscrew Countergambit,C40 Corkscrew Countergambit
C40,Latvian Gambit: Corkscrew Gambit,1. e4 e5 2. Nf3 f5 3. Nxe5 Nf6 4. Bc4 fxe4 5. Nf7 Qe7 6. Nxh8 d5,e2e4 e7e5 g1f3 f7f5 f3e5 g8f6 f1c4 f5e4 e5f7 d8e7 f7h8 d7d5,rnb1kb1N/ppp1q1pp/5n2/3p4/2B1p3/8/PPPP1PPP/RNBQK2R w KQq -,Corkscrew Gambit,C40 Corkscrew Gambit
C40,Latvian Gambit: Diepstraten Countergambit,1. e4 e5 2. Nf3 f5 3. c4,e2e4 e7e5 g1f3 f7f5 c2c4,rnbqkbnr/pppp2pp/8/4pp2/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,Diepstraten Countergambit,C40 Diepstraten Countergambit
C40,Latvian Gambit: Fraser Defense,1. e4 e5 2. Nf3 f5 3. Nxe5 Nc6,e2e4 e7e5 g1f3 f7f5 f3e5 b8c6,r1bqkbnr/pppp2pp/2n5/4Np2/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit: Greco Variation,1. e4 e5 2. Nf3 f5 3. Nxe5 Qe7,e2e4 e7e5 g1f3 f7f5 f3e5 d8e7,rnb1kbnr/ppppq1pp/8/4Np2/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit: Lobster Gambit,1. e4 e5 2. Nf3 f5 3. g4,e2e4 e7e5 g1f3 f7f5 g2g4,rnbqkbnr/pppp2pp/8/4pp2/4P1P1/5N2/PPPP1P1P/RNBQKB1R b KQkq -,Lobster Gambit,C40 Lobster Gambit
C40,Latvian Gambit: Mason Countergambit,1. e4 e5 2. Nf3 f5 3. d4,e2e4 e7e5 g1f3 f7f5 d2d4,rnbqkbnr/pppp2pp/8/4pp2/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -,Mason Countergambit,C40 Mason Countergambit
C40,Latvian Gambit: Mayet Attack,1. e4 e5 2. Nf3 f5 3. Bc4,e2e4 e7e5 g1f3 f7f5 f1c4,rnbqkbnr/pppp2pp/8/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,"Latvian Gambit: Mayet Attack, Morgado Defense",1. e4 e5 2. Nf3 f5 3. Bc4 Nf6,e2e4 e7e5 g1f3 f7f5 f1c4 g8f6,rnbqkb1r/pppp2pp/5n2/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,"Latvian Gambit: Mayet Attack, Poisoned Pawn Variation",1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 Qg5 5. d4 Qxg2,e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 d8g5 d2d4 g5g2,rnb1kbnr/pppp2pp/8/4N3/2BPp3/8/PPP2PqP/RNBQK2R w KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,"Latvian Gambit: Mayet Attack, Polerio-Svedenborg Variation",1. e4 e5 2. Nf3 f5 3. Bc4 fxe4 4. Nxe5 d5,e2e4 e7e5 g1f3 f7f5 f1c4 f5e4 f3e5 d7d5,rnbqkbnr/ppp3pp/8/3pN3/2B1p3/8/PPPP1PPP/RNBQK2R w KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,"Latvian Gambit: Mayet Attack, Strautins Gambit",1. e4 e5 2. Nf3 f5 3. Bc4 b5,e2e4 e7e5 g1f3 f7f5 f1c4 b7b5,rnbqkbnr/p1pp2pp/8/1p2pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,Strautins Gambit,C40 Strautins Gambit
C40,Latvian Gambit: Mlotkowski Variation,1. e4 e5 2. Nf3 f5 3. Nc3,e2e4 e7e5 g1f3 f7f5 b1c3,rnbqkbnr/pppp2pp/8/4pp2/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -,Latvian Gambit,C40 Latvian Gambit
C40,Latvian Gambit: Senechaud Gambit,1. e4 e5 2. Nf3 f5 3. b4,e2e4 e7e5 g1f3 f7f5 b2b4,rnbqkbnr/pppp2pp/8/4pp2/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq -,Senechaud Gambit,C40 Senechaud Gambit
C41,Philidor Defense: Albin-Blackburne Gambit,1. e4 e5 2. Nf3 d6 3. d4 Bg4 4. dxe5 Nd7,e2e4 e7e5 g1f3 d7d6 d2d4 c8g4 d4e5 b8d7,r2qkbnr/pppn1ppp/3p4/4P3/4P1b1/5N2/PPP2PPP/RNBQKB1R w KQkq -,Albin-Blackburne Gambit,C41 Albin-Blackburne Gambit
C41,Philidor Defense: Bird Gambit,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. c3,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 c2c3,rnbqkbnr/ppp2ppp/3p4/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq -,Bird Gambit,C41 Bird Gambit
C41,"Philidor Defense: Lion Variation, Shirov Gambit",1. e4 e5 2. Nf3 d6 3. d4 Nd7 4. Nc3 Ngf6 5. g4,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 b1c3 g8f6 g2g4,r1bqkb1r/pppn1ppp/3p1n2/4p3/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R b KQkq -,Shirov Gambit,C41 Shirov Gambit
C41,Philidor Defense: Lopez Countergambit,1. e4 e5 2. Nf3 d6 3. Bc4 f5,e2e4 e7e5 g1f3 d7d6 f1c4 f7f5,rnbqkbnr/ppp3pp/3p4/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,Lopez Countergambit,C41 Lopez Countergambit
C41,"Philidor Defense: Lopez Countergambit, Jaenisch Variation",1. e4 e5 2. Nf3 d6 3. d4 f5 4. Bc4 exd4 5. Ng5 Nh6 6. Nxh7,e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 f1c4 e5d4 f3g5 g8h6 g5h7,rnbqkb1r/ppp3pN/3p3n/5p2/2BpP3/8/PPP2PPP/RNBQK2R b KQkq -,Lopez Countergambit,C41 Lopez Countergambit
C41,Philidor Defense: Morphy Gambit,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Bc4,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f1c4,rnbqkbnr/ppp2ppp/3p4/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq -,Morphy Gambit,C41 Morphy Gambit
C41,Philidor Defense: Philidor Countergambit,1. e4 e5 2. Nf3 d6 3. d4 f5,e2e4 e7e5 g1f3 d7d6 d2d4 f7f5,rnbqkbnr/ppp3pp/3p4/4pp2/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,Philidor Countergambit,C41 Philidor Countergambit
C41,"Philidor Defense: Philidor Countergambit, Berger Variation",1. e4 e5 2. Nf3 d6 3. d4 f5 4. dxe5 fxe4 5. Ng5 d5 6. e6 Bc5 7. Nc3,e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 d4e5 f5e4 f3g5 d6d5 e5e6 f8c5 b1c3,rnbqk1nr/ppp3pp/4P3/2bp2N1/4p3/2N5/PPP2PPP/R1BQKB1R b KQkq -,Philidor Countergambit,C41 Philidor Countergambit
C41,"Philidor Defense: Philidor Countergambit, Zukertort Variation",1. e4 e5 2. Nf3 d6 3. d4 f5 4. Nc3,e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 b1c3,rnbqkbnr/ppp3pp/3p4/4pp2/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq -,Philidor Countergambit,C41 Philidor Countergambit
C41,"Philidor Defense: Philidor Countergambit, del Rio Attack",1. e4 e5 2. Nf3 d6 3. d4 f5 4. dxe5 fxe4 5. Ng5 d5 6. e6,e2e4 e7e5 g1f3 d7d6 d2d4 f7f5 d4e5 f5e4 f3g5 d6d5 e5e6,rnbqkbnr/ppp3pp/4P3/3p2N1/4p3/8/PPP2PPP/RNBQKB1R b KQkq -,Philidor Countergambit,C41 Philidor Countergambit
C41,Philidor Defense: Philidor Gambit,1. e4 e5 2. Nf3 d6 3. d4 Bd7,e2e4 e7e5 g1f3 d7d6 d2d4 c8d7,rn1qkbnr/pppb1ppp/3p4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -,Philidor Gambit,C41 Philidor Gambit
C42,"Russian Game: Classical Attack, Marshall Variation, Chinese Gambit",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. d4 d5 6. Bd3 Bd6 7. O-O O-O 8. c4 c6 9. Re1 Bg4,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8d6 e1g1 e8g8 c2c4 c7c6 f1e1 c8g4,rn1q1rk1/pp3ppp/2pb4/3p4/2PPn1b1/3B1N2/PP3PPP/RNBQR1K1 w - -,Chinese Gambit,C42 Chinese Gambit
C42,Russian Game: Cochrane Gambit,1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nxf7,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7,rnbqkb1r/ppp2Npp/3p1n2/8/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Cochrane Gambit,C42 Cochrane Gambit
C42,"Russian Game: Cochrane Gambit, Bishop Check Line",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nxf7 Kxf7 5. Bc4+,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 f1c4,rnbq1b1r/ppp2kpp/3p1n2/8/2B1P3/8/PPPP1PPP/RNBQK2R b KQ -,Cochrane Gambit,C42 Cochrane Gambit
C42,"Russian Game: Cochrane Gambit, Center Variation",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nxf7 Kxf7 5. d4,e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 d2d4,rnbq1b1r/ppp2kpp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKB1R b KQ -,Cochrane Gambit,C42 Cochrane Gambit
C42,"Russian Game: Damiano Variation, Kholmov Gambit",1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nxe4 4. Qe2 Qe7,e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7,rnb1kb1r/ppppqppp/8/4N3/4n3/8/PPPPQPPP/RNB1KB1R w KQkq -,Kholmov Gambit,C42 Kholmov Gambit
C42,Russian Game: Moody Gambit,1. e4 e5 2. Nf3 Nf6 3. Qe2 Nc6 4. d4,e2e4 e7e5 g1f3 g8f6 d1e2 b8c6 d2d4,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1QPPP/RNB1KB1R b KQkq -,Moody Gambit,C42 Moody Gambit
C42,Russian Game: Stafford Gambit,1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6,e2e4 e7e5 g1f3 g8f6 f3e5 b8c6,r1bqkb1r/pppp1ppp/2n2n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Stafford Gambit,C42 Stafford Gambit
C42,Russian Game: Stafford Gambit,1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 4. Nxc6 dxc6,e2e4 e7e5 g1f3 g8f6 f3e5 b8c6 e5c6 d7c6,r1bqkb1r/ppp2ppp/2p2n2/8/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -,Stafford Gambit,C42 Stafford Gambit
C43,Bishop's Opening: Urusov Gambit,1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3,e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 g1f3,rnbqkb1r/pppp1ppp/5n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq -,Urusov Gambit,C43 Urusov Gambit
C43,"Bishop's Opening: Urusov Gambit, Keidansky Gambit",1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 Nxe4 5. Qxd4,e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 g1f3 f6e4 d1d4,rnbqkb1r/pppp1ppp/8/8/2BQn3/5N2/PPP2PPP/RNB1K2R b KQkq -,Keidansky Gambit,C43 Keidansky Gambit
C43,"Russian Game: Modern Attack, Tal Gambit",1. e4 e5 2. Nf3 Nf6 3. d4 exd4 4. e5 Ne4 5. Bb5,e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 f1b5,rnbqkb1r/pppp1ppp/8/1B2P3/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq -,Tal Gambit,C43 Tal Gambit
C44,Irish Gambit,1. e4 e5 2. Nf3 Nc6 3. Nxe5,e2e4 e7e5 g1f3 b8c6 f3e5,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -,Irish Gambit,C44 Irish Gambit
C44,King's Pawn Game: Pachman Wing Gambit,1. e4 e5 2. Nf3 Nc6 3. b4,e2e4 e7e5 g1f3 b8c6 b2b4,r1bqkbnr/pppp1ppp/2n5/4p3/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq -,Pachman Wing Gambit,C44 Pachman Wing Gambit
C44,King's Pawn Game: Schulze-Müller Gambit,1. e4 e5 2. Nf3 Nc6 3. Nxe5 Nxe5 4. d4,e2e4 e7e5 g1f3 b8c6 f3e5 c6e5 d2d4,r1bqkbnr/pppp1ppp/8/4n3/3PP3/8/PPP2PPP/RNBQKB1R b KQkq -,Schulze-Müller Gambit,C44 Schulze-Müller Gambit
C44,"King's Pawn Game: Tayler Opening, Basman Gambit",1. e4 e5 2. Nf3 Nc6 3. Be2 Nf6 4. d4 exd4 5. e5,e2e4 e7e5 g1f3 b8c6 f1e2 g8f6 d2d4 e5d4 e4e5,r1bqkb1r/pppp1ppp/2n2n2/4P3/3p4/5N2/PPP1BPPP/RNBQK2R b KQkq -,Basman Gambit,C44 Basman Gambit
C44,Latvian Gambit: Clam Gambit,1. e4 e5 2. Nf3 Nc6 3. d3 f5 4. exf5,e2e4 e7e5 g1f3 b8c6 d2d3 f7f5 e4f5,r1bqkbnr/pppp2pp/2n5/4pP2/8/3P1N2/PPP2PPP/RNBQKB1R b KQkq -,Clam Gambit,C44 Clam Gambit
C44,Ponziani Opening: Caro Gambit,1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Qa4 Bd7,e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 d1a4 c8d7,r2qkbnr/pppb1ppp/2n5/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R w KQkq -,Caro Gambit,C44 Caro Gambit
C44,Ponziani Opening: Neumann Gambit,1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 4. Bc4,e2e4 e7e5 g1f3 b8c6 c2c3 g8f6 f1c4,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq -,Neumann Gambit,C44 Neumann Gambit
C44,Ponziani Opening: Ponziani Countergambit,1. e4 e5 2. Nf3 Nc6 3. c3 f5,e2e4 e7e5 g1f3 b8c6 c2c3 f7f5,r1bqkbnr/pppp2pp/2n5/4pp2/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -,Ponziani Countergambit,C44 Ponziani Countergambit
C44,"Ponziani Opening: Ponziani Countergambit, Cordel Variation",1. e4 e5 2. Nf3 Nc6 3. c3 f5 4. d4 d6 5. d5 fxe4 6. Ng5 Nb8 7. Nxe4 Nf6 8. Bd3 Be7,e2e4 e7e5 g1f3 b8c6 c2c3 f7f5 d2d4 d7d6 d4d5 f5e4 f3g5 c6b8 g5e4 g8f6 f1d3 f8e7,rnbqk2r/ppp1b1pp/3p1n2/3Pp3/4N3/2PB4/PP3PPP/RNBQK2R w KQkq -,Ponziani Countergambit,C44 Ponziani Countergambit
C44,"Ponziani Opening: Ponziani Countergambit, Schmidt Attack",1. e4 e5 2. Nf3 Nc6 3. c3 f5 4. d4 d6 5. d5,e2e4 e7e5 g1f3 b8c6 c2c3 f7f5 d2d4 d7d6 d4d5,r1bqkbnr/ppp3pp/2np4/3Ppp2/4P3/2P2N2/PP3PPP/RNBQKB1R b KQkq -,Ponziani Countergambit,C44 Ponziani Countergambit
C44,"Ponziani Opening: Spanish Variation, Harrwitz Attack, Nikitin Gambit",1. e4 e5 2. Nf3 Nc6 3. c3 d5 4. Bb5 dxe4 5. Nxe5 Qd5 6. Qa4,e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 f1b5 d5e4 f3e5 d8d5 d1a4,r1b1kbnr/ppp2ppp/2n5/1B1qN3/Q3p3/2P5/PP1P1PPP/RNB1K2R b KQkq -,Nikitin Gambit,C44 Nikitin Gambit
C44,Ponziani Opening: Vukovic Gambit,1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 4. d4 Nxe4 5. d5 Bc5,e2e4 e7e5 g1f3 b8c6 c2c3 g8f6 d2d4 f6e4 d4d5 f8c5,r1bqk2r/pppp1ppp/2n5/2bPp3/4n3/2P2N2/PP3PPP/RNBQKB1R w KQkq -,Vukovic Gambit,C44 Vukovic Gambit
C44,Scotch Game: Göring Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3,r1bqkbnr/pppp1ppp/2n5/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq -,Göring Gambit,C44 Göring Gambit
C44,"Scotch Game: Göring Gambit, Bardeleben Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Bc4 Nf6 6. Nxc3 Bb4,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d4c3 f1c4 g8f6 b1c3 f8b4,r1bqk2r/pppp1ppp/2n2n2/8/1bB1P3/2N2N2/PP3PPP/R1BQK2R w KQkq -,Göring Gambit,C44 Göring Gambit
C44,"Scotch Game: Göring Gambit, Double Pawn Sacrifice",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Bc4,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d4c3 f1c4,r1bqkbnr/pppp1ppp/2n5/8/2B1P3/2p2N2/PP3PPP/RNBQK2R b KQkq -,Göring Gambit,C44 Göring Gambit
C44,"Scotch Game: Göring Gambit, Main Line",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. c3 dxc3 5. Nxc3 Bb4,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d4c3 b1c3 f8b4,r1bqk1nr/pppp1ppp/2n5/8/1b2P3/2N2N2/PP3PPP/R1BQKB1R w KQkq -,Göring Gambit,C44 Göring Gambit
C44,Scotch Game: Haxo Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8c5,r1bqk1nr/pppp1ppp/2n5/2b5/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq -,Haxo Gambit,C44 Haxo Gambit
C44,Scotch Game: Napoleon Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 Nxd4 4. Nxd4 exd4 5. Bc4,e2e4 e7e5 g1f3 b8c6 d2d4 c6d4 f3d4 e5d4 f1c4,r1bqkbnr/pppp1ppp/8/8/2BpP3/8/PPP2PPP/RNBQK2R b KQkq -,Napoleon Gambit,C44 Napoleon Gambit
C44,Scotch Game: Relfsson Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bb5,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1b5,r1bqkbnr/pppp1ppp/2n5/1B6/3pP3/5N2/PPP2PPP/RNBQK2R b KQkq -,Relfsson Gambit,C44 Relfsson Gambit
C44,Scotch Game: Scotch Gambit,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4,r1bqkbnr/pppp1ppp/2n5/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq -,Scotch Gambit,C44 Scotch Gambit
C44,"Scotch Game: Scotch Gambit, Advance Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Nf6 5. e5,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 g8f6 e4e5,r1bqkb1r/pppp1ppp/2n2n2/4P3/2Bp4/5N2/PPP2PPP/RNBQK2R b KQkq -,Scotch Gambit,C44 Scotch Gambit
C44,"Scotch Game: Scotch Gambit, Cochrane-Anderssen Variation",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. O-O d6 6. c3 Bg4,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8c5 e1g1 d7d6 c2c3 c8g4,r2qk1nr/ppp2ppp/2np4/2b5/2BpP1b1/2P2N2/PP3PPP/RNBQ1RK1 w kq -,Scotch Gambit,C44 Scotch Gambit
C44,"Scotch Game: Scotch Gambit, Dubois Réti Defense",1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4,e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4,r1bqkb1r/pppp1ppp/2n2n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq -,Scotch Gambit,C44 Scotch Gambit
C44,"Scotch Game: Scotch Gambit, Kingside Variation",1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. e5 Ng4,e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4 e4e5 f6g4,r1bqkb1r/pppp1ppp/2n5/4P3/2Bp2n1/5N2/PPP2PPP/RNBQK2R w KQkq -,Scotch Gambit,C44 Scotch Gambit
C44,"Scotch Game: Scotch Gambit, London Defense",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bb4+,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8b4,r1bqk1nr/pppp1ppp/2n5/8/1bBpP3/5N2/PPP2PPP/RNBQK2R w KQkq -,Scotch Gambit,C44 Scotch Gambit
